id_offer,id_cv,Job relevance,Education,Age,Experience,Skills,Soft-skills,Salary,City,SmartWork,Experience_abroad,Language,score
0.0,51.0,-1.0,-0.2,-1.15,0.1,0.0,0.0,-75.22,0.008175277,-0.5,0.5,0.0,-77.46182
0.0,52.0,-1.0,0.1,-1.0,0.1,0.0,0.0,0.01,0.007840349,0.5,-0.5,0.0,-1.7821596
0.0,53.0,-1.0,-0.3,-0.3,-0.6,0.0,0.0,0.01,0.0080774,0.5,-0.5,0.7,-1.4819226
0.0,54.0,-1.0,-0.1,0.0,-0.3,0.0,0.0,-10.12,0.008019313,-0.5,0.5,0.0,-11.51198
0.0,55.0,-1.0,-0.1,-0.55,0.1,0.0,0.0,-0.19,0.0070844856,-0.5,0.5,0.7,-1.0329156
0.0,56.0,-1.0,-0.3,0.05,0.1,0.0,0.0,-25.13,0.008008236,0.5,-0.5,0.0,-26.27199
0.0,57.0,-1.0,-0.2,-1.25,0.1,0.0,0.0,-100.369995,0.008391606,0.5,0.5,0.0,-101.7116
0.0,58.0,-1.0,-0.1,-0.15,0.1,0.5,0.0,-450.06998,0.0073556337,0.5,-0.5,0.0,-450.71262
0.0,59.0,-1.0,0.1,-0.8,0.1,0.0,0.0,-80.14,0.009963779,-0.5,-0.5,0.0,-82.730034
0.0,60.0,-1.0,0.1,0.05,0.1,0.0,0.0,-80.0,0.009267441,-0.5,-0.5,0.0,-81.74073
0.0,61.0,-1.0,-0.1,-0.65000004,-0.3,0.0,0.0,0.01,0.0078203995,0.5,-0.5,0.0,-2.0321798
0.0,62.0,-1.0,-0.2,0.0,0.1,1.9,0.0,0.01,0.006578366,0.5,0.5,0.7,2.5165782
0.0,63.0,-1.0,-0.2,-0.2,0.1,0.0,0.0,-75.25,0.0065374062,0.5,0.5,0.0,-75.543465
0.0,64.0,-1.0,-0.1,-1.25,-0.4,0.0,0.0,0.01,0.008625763,0.5,0.5,0.0,-1.7313743
0.0,65.0,-1.0,0.1,-0.8,0.1,0.0,0.0,-375.35,0.008308568,-0.5,0.5,0.0,-376.9417
0.0,66.0,-1.0,-0.1,-0.65000004,0.1,0.0,0.0,-375.28,0.0044136457,-0.5,0.5,0.7,-376.22556
0.0,67.0,-1.0,-0.2,-0.05,0.1,0.0,0.0,-375.12,0.007590863,-0.5,0.5,0.0,-376.2624
0.0,68.0,-1.0,-0.3,-0.75,0.1,0.0,0.0,-0.02,0.004363903,-0.5,-0.5,0.0,-2.965636
0.0,69.0,-1.0,-0.3,0.05,-0.2,0.0,0.0,-25.3,0.004451807,0.5,0.5,0.0,-25.745548
0.0,70.0,-1.0,-0.1,-0.85,-0.3,1.4,0.0,0.01,0.0069900095,0.5,-0.5,0.0,-0.83300996
0.0,71.0,-1.0,-0.2,0.05,0.1,0.0,0.25,-49.989998,0.0072961333,0.5,-0.5,0.0,-50.7827
0.0,72.0,-1.0,0.1,-0.75,0.1,0.0,0.0,-450.19998,0.006963768,0.5,0.5,0.0,-450.743
0.0,73.0,-1.0,-0.2,-1.2,-0.4,0.5,0.0,-450.33,0.0074365125,0.5,0.5,0.0,-451.62253
0.0,74.0,-1.0,-0.3,-0.4,0.1,0.0,0.0,-450.0,0.008300961,-0.5,-0.5,0.0,-452.5917
0.0,75.0,-1.0,-0.2,-0.75,-0.6,0.0,0.0,-25.029999,0.0076526958,0.5,-0.5,0.0,-27.572346
0.0,76.0,-1.0,-0.1,-0.1,0.1,0.0,0.0,0.01,0.007261772,0.5,-0.5,0.0,-1.0827383
0.0,77.0,-1.0,-0.2,-0.90000004,-0.4,0.5,0.0,-450.13,0.0071649468,0.5,0.5,0.0,-451.12283
0.0,78.0,-1.0,-0.3,-0.1,0.1,0.0,0.0,-74.95,0.0061696703,0.5,-0.5,0.0,-76.24383
0.0,79.0,-1.0,-0.1,-0.35,-0.3,0.0,0.0,-5.2,0.0079793995,0.5,0.5,0.0,-5.9420204
0.0,80.0,-1.0,0.1,-1.2,0.1,0.0,0.0,0.01,0.0055062342,0.5,-0.5,0.0,-1.9844937
0.0,81.0,-1.0,-0.2,0.05,0.1,0.0,0.0,0.01,0.007328665,0.5,-0.5,0.0,-1.0326715
0.0,82.0,-1.0,-0.2,-1.15,-0.5,0.0,0.0,0.01,0.007566472,-0.5,-0.5,0.0,-3.8324335
0.0,83.0,-1.0,-0.3,-0.15,0.1,0.0,0.0,0.01,0.006940156,0.5,0.5,0.0,-0.3330598
0.0,84.0,-1.0,-0.1,-0.65000004,0.1,0.0,0.0,-5.08,0.005485774,0.5,-0.5,0.0,-6.724514
0.0,85.0,-1.0,0.1,-0.1,0.1,0.0,0.0,-75.08,0.008625763,0.5,0.5,0.0,-74.971375
0.0,86.0,-1.0,-0.1,0.05,0.1,0.0,0.0,-375.19,0.0073691574,-0.5,0.5,0.0,-376.13266
0.0,87.0,-1.0,0.1,-0.45000002,-0.3,0.0,0.0,-75.17,0.008550467,-0.5,0.5,0.0,-76.81145
0.0,88.0,-1.0,-0.3,0.05,0.1,0.0,0.0,-0.24,0.009246674,-0.5,0.5,0.0,-1.3807533
0.0,89.0,-1.0,-0.2,-0.1,-0.1,0.0,0.0,-5.1,0.007584555,0.5,0.5,0.0,-5.4924154
0.0,90.0,-1.0,-0.3,-0.75,0.1,0.0,0.0,0.01,0.007457908,0.5,-0.5,0.0,-1.932542
0.0,91.0,-1.0,-0.2,0.05,0.1,0.0,0.0,-175.09,0.007797846,0.5,-0.5,0.0,-176.1322
0.0,92.0,-1.0,-0.2,-0.8,-0.2,0.0,0.0,-40.079998,0.005735926,-0.5,-0.5,0.0,-43.27426
0.0,93.0,-1.0,-0.2,-0.25,0.1,0.0,0.0,0.01,0.006666982,0.5,0.5,0.0,-0.33333302
0.0,94.0,-1.0,-0.4,-0.15,-0.1,0.0,0.0,-80.11,0.0076203323,-0.5,-0.5,0.0,-82.75238
0.0,95.0,-1.0,-0.3,-1.0500001,0.1,0.0,0.0,-750.22,0.0071596527,-0.5,-0.5,0.0,-753.4628
0.0,96.0,-1.0,0.1,-0.90000004,0.1,0.0,0.0,0.01,0.00810832,0.5,-0.5,0.0,-1.6818917
0.0,97.0,-1.0,-0.3,-0.55,0.1,0.0,0.0,-80.15,0.006889333,-0.5,-0.5,0.0,-82.89311
0.0,98.0,-1.0,-0.2,-0.65000004,-0.5,0.0,0.0,-100.119995,0.0034930324,-0.5,-0.5,0.0,-103.4665
0.0,99.0,-1.0,-0.1,-1.25,0.1,0.0,0.0,-750.2,0.008132936,-0.5,-0.5,0.0,-753.4419
0.0,100.0,-1.0,-0.1,-0.2,0.1,0.0,0.0,-100.329994,0.0069042114,0.5,0.5,0.0,-100.52309
0.0,101.0,-1.0,-0.2,-0.8,-0.2,0.0,0.0,0.01,0.0076203323,-0.5,-0.5,0.0,-3.1823797
0.0,102.0,-1.0,-0.2,-0.65000004,0.1,0.0,0.0,-175.20999,0.006846125,0.5,0.5,0.0,-175.95314
0.0,103.0,-1.0,-0.3,-0.15,-0.4,0.0,0.0,0.01,0.0061309133,-0.5,-0.5,0.0,-2.833869
0.0,104.0,-1.0,-0.2,-0.75,-0.7,0.0,0.0,0.01,0.0068962085,0.5,0.5,0.0,-1.6331038
0.0,105.0,-1.0,-0.2,-0.90000004,0.1,0.0,0.0,-100.11,0.0047898134,0.5,0.5,0.0,-101.10521
0.0,106.0,-1.0,-0.2,-0.90000004,0.1,0.0,0.0,-450.21,0.007714784,-0.5,-0.5,0.0,-453.20227
0.0,107.0,-1.0,0.1,-1.1,0.1,0.0,0.0,-75.159996,0.008359189,0.5,-0.5,0.0,-77.051636
0.0,108.0,-1.0,-0.3,-0.3,0.1,0.0,0.0,-100.21,0.007702971,0.5,0.5,0.0,-100.70229
0.0,109.0,-1.0,-0.1,-0.15,0.1,0.0,0.0,0.01,0.0034511879,0.5,-0.5,0.0,-1.1365488
0.0,110.0,-1.0,-0.2,-0.8,-0.5,0.9,0.0,0.01,0.0074137873,0.5,0.5,0.0,-0.5825863
0.0,111.0,-1.0,-0.2,0.05,0.1,0.0,0.0,-174.94,0.008175277,0.5,-0.5,0.0,-175.98183
0.0,112.0,-1.0,-0.1,-0.1,-0.1,0.0,0.0,-75.17,0.006578366,0.5,0.5,0.0,-75.463425
0.0,113.0,-1.0,-0.3,0.0,0.1,0.0,0.0,-750.0,0.00810832,-0.5,-0.5,0.0,-752.1919
0.0,114.0,-1.0,-0.3,-0.85,0.1,0.0,0.0,-0.049999997,0.009591867,-0.5,-0.5,0.0,-3.090408
0.0,115.0,-1.0,-0.1,-1.1,-0.2,0.0,0.0,-0.25,0.008260432,-0.5,-0.5,0.0,-3.6417396
0.0,116.0,-1.0,-0.3,-0.2,0.1,0.0,0.0,0.01,0.008259068,0.5,-0.5,0.0,-1.3817409
0.0,117.0,-1.0,-0.2,-0.85,0.1,0.0,0.0,0.01,0.0074745407,0.5,-0.5,0.0,-1.9325255
0.0,118.0,-1.0,-0.1,-0.4,-0.3,0.0,0.25,-50.16,0.007633934,0.5,0.5,0.0,-50.702366
0.0,119.0,1.0,-0.2,-0.25,0.1,0.9,0.5,0.01,0.0060065202,0.5,-0.5,0.0,2.0660064
0.0,120.0,-1.0,-0.2,-0.1,0.1,0.0,0.0,0.01,0.0072522364,0.5,0.5,0.0,-0.18274784
0.0,121.0,-1.0,-0.2,-1.0,-0.2,1.7,0.0,0.01,0.0070996652,0.5,-0.5,0.0,-0.6829004
0.0,122.0,-1.0,-0.2,-0.2,-0.2,0.0,0.0,-10.04,0.007109002,-0.5,-0.5,0.0,-12.632892
0.0,123.0,-1.0,0.1,-0.1,0.1,0.0,0.0,-10.219999,0.008755713,-0.5,-0.5,0.0,-12.111243
0.0,124.0,-1.0,-0.1,-0.45000002,0.1,0.0,0.0,-175.11,0.00681215,0.5,0.5,0.0,-175.55319
0.0,125.0,-1.0,-0.2,0.05,0.1,0.0,0.0,0.01,0.007300678,0.5,-0.5,0.0,-1.0326993
0.0,126.0,-1.0,-0.1,-0.75,0.1,0.0,0.0,0.01,0.0067164088,0.5,0.5,0.0,-0.73328364
0.0,127.0,-1.0,-0.2,0.05,0.1,0.0,0.0,-100.02,0.008500205,-0.5,-0.5,0.0,-102.0615
0.0,128.0,-1.0,-0.2,-0.5,0.1,0.0,0.0,0.01,0.006155327,0.5,0.5,0.0,-0.58384466
0.0,129.0,-1.0,-0.2,-0.55,0.1,0.0,0.0,-175.12,0.007345371,0.5,-0.5,0.0,-176.76265
0.0,130.0,-1.0,-0.3,-0.05,-0.2,0.0,0.0,-10.32,0.007797846,-0.5,0.5,0.0,-11.862202
0.0,131.0,-1.0,-0.3,0.05,0.1,0.0,0.0,0.01,0.007958616,-0.5,-0.5,0.0,-2.1320415
0.0,132.0,-1.0,0.1,-0.45000002,0.1,0.0,0.0,0.01,0.008344637,0.5,-0.5,0.0,-1.2316554
0.0,133.0,-1.0,-0.3,-0.25,0.1,0.0,0.0,0.01,0.007639212,0.5,0.5,0.0,-0.43236077
0.0,134.0,-1.0,0.1,-1.0,-0.5,0.0,0.0,-100.299995,0.008436351,-0.5,0.5,0.0,-102.69156
0.0,135.0,-1.0,-0.2,-0.05,0.1,0.0,0.0,-25.119999,0.004360313,0.5,0.5,0.0,-25.265638
0.0,136.0,-1.0,-0.3,-0.7,0.1,0.0,0.0,0.01,0.008297135,0.5,-0.5,0.0,-1.8817027
0.0,137.0,-1.0,-0.3,-0.05,0.1,0.0,0.0,-74.96,0.0075403526,0.5,0.5,0.0,-75.20246
0.0,138.0,-1.0,-0.3,-0.8,0.1,0.0,0.0,-5.38,0.007447923,0.5,-0.5,0.0,-7.3725524
0.0,139.0,-1.0,-0.2,-0.55,0.1,0.0,0.0,0.01,0.00690042,-0.5,0.5,0.0,-1.6330996
0.0,140.0,-1.0,0.1,-1.15,0.1,0.0,0.0,-0.089999996,0.0070144753,-0.5,-0.5,0.0,-3.0329854
0.0,141.0,-1.0,-0.2,-0.45000002,0.1,0.0,0.0,-0.14,0.007327636,-0.5,-0.5,0.0,-2.6826725
0.0,142.0,-1.0,0.1,-0.25,0.1,0.0,0.0,-450.06998,0.008956319,-0.5,0.5,0.0,-451.11102
0.0,143.0,-1.0,-0.1,0.05,0.1,0.0,0.0,-75.159996,0.0080332365,-0.5,0.5,0.0,-76.10196
0.0,144.0,1.0,-0.2,-0.55,0.1,1.3,0.5,-0.29,0.006772691,0.5,0.5,0.0,2.8667727
0.0,145.0,-1.0,-0.2,-0.90000004,0.1,0.0,0.0,-75.159996,0.008132936,-0.5,0.5,0.0,-77.15186
0.0,146.0,-1.0,0.1,-0.7,0.1,0.0,0.0,-25.26,0.0065881745,0.5,-0.5,0.0,-26.753412
0.0,147.0,-1.0,-0.2,-0.35,0.1,0.0,0.0,-75.24,0.008019679,-0.5,0.5,0.0,-76.68198
0.0,148.0,-1.0,-0.3,-0.6,0.1,0.0,0.0,-750.19,0.0030654594,-0.5,0.5,0.0,-751.98694
0.0,149.0,-1.0,-0.2,-0.25,0.1,0.0,0.0,0.01,0.007100057,-0.5,-0.5,0.0,-2.3329
0.0,150.0,-1.0,-0.3,-0.1,-0.2,0.0,0.0,-50.149998,0.0073128967,-0.5,-0.5,0.0,-52.742683
0.0,151.0,-1.0,-0.3,-0.25,0.1,0.0,0.0,0.01,0.007191426,0.5,-0.5,0.0,-1.4328085
0.0,152.0,-1.0,0.1,-0.25,0.1,0.0,0.0,-0.32999998,0.008310947,-0.5,0.5,0.0,-1.371689
0.0,153.0,-1.0,-0.1,-0.90000004,0.1,0.0,0.0,-100.22,0.005984175,0.5,0.5,0.0,-101.11402
0.0,154.0,-1.0,-0.1,-1.0,0.1,0.0,0.0,-74.979996,0.008093801,-0.5,0.5,0.0,-76.9719
0.0,155.0,-1.0,-0.1,-0.6,-0.1,0.0,0.0,-5.1,0.0047252504,0.5,-0.5,0.0,-6.8952746
0.0,156.0,-1.0,-0.3,-0.1,0.1,0.0,0.0,-80.02,0.0075723324,-0.5,-0.5,0.0,-82.31242
0.0,157.0,-1.0,-0.2,-0.15,0.1,0.0,0.0,-75.2,0.0043947445,0.5,-0.5,0.0,-76.4456
0.0,158.0,-1.0,-0.2,-1.0,0.1,0.0,0.0,-40.02,0.0049390495,-0.5,-0.5,0.0,-43.11506
0.0,159.0,-1.0,-0.1,-0.05,-0.2,0.0,0.0,-25.17,0.007645411,0.5,-0.5,0.0,-26.512356
0.0,160.0,-1.0,0.1,0.05,0.1,0.0,0.0,0.01,0.0070600053,0.5,0.5,0.0,0.26705998
0.0,161.0,-1.0,-0.3,-0.1,0.1,0.0,0.0,0.01,0.0067750756,0.5,0.5,0.0,-0.28322482
0.0,162.0,-1.0,0.1,-0.6,0.1,0.0,0.0,-99.99,0.0069741844,-0.5,-0.5,0.0,-102.383026
0.0,163.0,-1.0,-0.3,0.0,0.1,0.0,0.0,-0.13,0.008950837,-0.5,0.5,0.0,-1.3210491
0.0,164.0,-1.0,-0.1,-0.85,0.1,0.0,0.25,-50.18,0.004451807,0.5,-0.5,0.0,-51.775547
0.0,165.0,-1.0,0.1,-0.90000004,0.1,0.0,0.0,-80.18,0.007633934,-0.5,0.5,0.7,-81.17236
0.0,166.0,-1.0,0.1,-0.90000004,0.1,0.0,0.25,-50.11,0.0080774,0.5,0.5,0.0,-50.551926
0.0,167.0,-1.0,-0.3,-1.25,0.1,0.0,0.0,-5.25,0.0038109224,0.5,-0.5,0.0,-7.696189
0.0,168.0,-1.0,-0.3,-1.1,0.1,0.0,0.0,0.01,0.0097174095,0.5,0.5,0.0,-1.2802825
0.0,169.0,-1.0,-0.3,-0.85,0.1,0.0,0.0,-25.23,0.0070996652,0.5,-0.5,0.0,-27.2729
0.0,170.0,-1.0,-0.2,0.05,-0.6,0.0,0.0,0.01,0.0048838058,-0.5,0.5,0.0,-1.7351162
0.0,171.0,-1.0,-0.3,-0.1,-0.5,0.0,0.0,-49.989998,0.0059165233,0.5,-0.5,0.0,-51.884083
0.0,172.0,-1.0,-0.2,-1.1,0.1,0.0,0.0,-5.15,0.0045509953,0.5,0.5,0.0,-6.3454494
0.0,173.0,-1.0,-0.2,-1.15,-0.6,0.0,0.0,-80.229996,0.0070426217,-0.5,-0.5,0.0,-84.17295
0.0,174.0,-1.0,-0.2,0.05,0.1,0.0,0.0,-450.09,0.009381186,-0.5,0.5,0.0,-451.1306
0.0,175.0,-1.0,-0.1,-0.2,-0.2,0.0,0.0,0.01,0.008987191,0.5,-0.5,0.0,-1.4810128
0.0,176.0,-1.0,-0.2,-0.90000004,-0.3,2.0,0.0,0.01,0.008002356,0.5,0.5,0.0,0.6180022
0.0,177.0,-1.0,0.1,-0.95,-0.2,0.0,0.0,0.01,0.009180502,0.5,0.5,0.7,-0.33081943
0.0,178.0,-1.0,-0.3,-0.25,-0.7,0.0,0.0,-10.24,0.008324236,-0.5,-0.5,0.0,-13.481675
0.0,179.0,-1.0,-0.3,0.05,-0.4,0.0,0.25,-50.18,0.0073132655,0.5,-0.5,0.0,-51.57269
0.0,180.0,-1.0,-0.3,0.05,0.1,0.0,0.0,-50.17,0.0053077224,-0.5,-0.5,0.0,-52.314693
0.0,181.0,-1.0,-0.2,-1.2,0.1,0.0,0.0,-750.2,0.007090256,-0.5,0.5,0.0,-752.4929
0.0,182.0,-1.0,-0.3,-1.0,0.1,0.0,0.0,-99.979996,0.0066488152,0.5,-0.5,0.0,-102.17335
0.0,183.0,-1.0,-0.3,-1.1,-0.5,0.0,0.0,0.01,0.0074941395,-0.5,-0.5,0.0,-3.882506
0.0,184.0,-1.0,-0.3,-0.35,0.1,0.0,0.25,-50.239998,0.007447923,0.5,-0.5,0.0,-51.53255
0.0,185.0,-1.0,-0.3,0.0,0.1,0.5,0.0,-450.11,0.0072525325,0.5,0.5,0.0,-449.80273
0.0,186.0,-1.0,0.1,-0.1,0.1,0.0,0.0,-10.19,0.0047414526,-0.5,0.5,0.0,-11.085258
0.0,187.0,-1.0,-0.3,-0.85,0.1,0.0,0.25,-50.28,0.009536328,0.5,0.5,0.0,-51.07046
0.0,188.0,-1.0,-0.3,-0.15,-0.1,0.0,0.0,-100.13,0.0069741844,-0.5,0.5,0.0,-101.67303
0.0,189.0,-1.0,-0.2,-0.1,-0.4,0.0,0.0,-450.13998,0.007253387,-0.5,-0.5,0.0,-452.83273
0.0,190.0,-1.0,-0.1,-0.65000004,0.1,0.0,0.0,0.01,0.0061001075,0.5,0.5,0.7,0.06609994
0.0,191.0,-1.0,-0.3,-1.15,-0.3,0.0,0.0,0.01,0.007561125,-0.5,-0.5,0.0,-3.7324388
0.0,192.0,-1.0,-0.1,-0.4,0.1,0.0,0.0,-75.32,0.008024334,0.5,0.5,0.0,-75.711975
0.0,193.0,-1.0,-0.2,-0.8,0.1,0.0,0.0,-450.19,0.00669766,0.5,0.5,0.7,-450.3833
0.0,194.0,-1.0,-0.1,-0.45000002,-0.2,0.0,0.0,-5.18,0.009246674,0.5,0.5,0.0,-5.920753
0.0,195.0,-1.0,-0.3,0.05,0.1,0.0,0.0,-40.26,0.008436351,-0.5,-0.5,0.0,-42.40156
0.0,196.0,-1.0,-0.3,-0.5,0.1,0.0,0.0,0.01,0.0079664355,-0.5,0.5,0.0,-1.6820335
0.0,197.0,-1.0,-0.3,-0.75,0.1,0.0,0.25,-50.16,0.006772691,0.5,-0.5,0.7,-51.15323
0.0,198.0,-1.0,-0.3,-0.35,-0.5,0.0,0.0,-100.18,0.009180502,-0.5,-0.5,0.0,-103.32082
0.0,199.0,-1.0,-0.2,-0.25,0.1,0.0,0.0,-10.21,0.00861927,-0.5,0.5,0.0,-11.551381
1.0,0.0,-1.0,-0.1,-0.05,-1.1,0.0,0.16666667,0.01,0.004661899,-0.5,0.5,0.0,-2.0686715
1.0,1.0,-1.0,-0.2,0.0,0.1,0.0,0.33333334,-445.36,0.008181521,0.5,-0.5,0.0,-446.11847
1.0,2.0,-1.0,0.1,-0.3,-1.0,0.0,0.0,-370.08,0.009045158,-0.5,-0.5,0.7,-372.57095
1.0,3.0,-1.0,-0.2,-1.0,-0.4,0.0,0.0,-20.21,0.008849722,0.5,0.5,0.0,-21.80115
1.0,4.0,-1.0,-0.3,-0.65000004,-1.1,0.0,0.0,-445.15,0.009245925,-0.5,0.5,0.0,-448.19073
1.0,5.0,-1.0,0.1,-1.0500001,-0.6,0.0,0.0,0.01,0.0092105735,0.5,0.5,0.0,-1.5307896
1.0,6.0,-1.0,0.1,-1.85,-1.4,0.0,0.0,-94.979996,0.007894683,-0.5,-0.5,0.0,-100.1221
1.0,7.0,-1.0,-0.1,-0.3,-1.4,0.0,0.0,-95.03,0.0058796406,-0.5,-0.5,0.0,-98.82412
1.0,8.0,-1.0,-0.3,-1.5,-0.6,0.0,0.16666667,0.01,0.009316765,-0.5,-0.5,0.0,-4.2140164
1.0,9.0,-1.0,0.1,-0.4,-0.90000004,0.0,0.16666667,0.01,0.009213361,0.5,0.5,0.0,-1.0141201
